,original_text,masked_text,prediction,matching_count,total_count
249,"enthusiast in your line of thought, i perceive, sir, as i am in","enthusiast <mask> your line <mask> thought, i perceive, sir, as i am <mask>","enthusiast  of your line  of thought, i perceive, sir, as i am .",1,3
250,"mine,"" said he. ""i observe from your forefinger that you make your own","mine,"" said he. ""i observe <mask> your forefinger that you make your own","mine,"" said he. ""i observe  with your forefinger that you make your own",0,1
251,"cigarettes. have no hesitation in lighting one.""","cigarettes. have no hesitation <mask> lighting one.""","cigarettes. have no hesitation  in lighting one.""",1,1
252,,,,0,0
253,the man drew out paper and tobacco and twirled the one up in the other,the man drew out paper and tobacco and twirled the one up <mask> the other,the man drew out paper and tobacco and twirled the one up  against the other,0,1
254,"with surprising dexterity. he had long, quivering fingers as agile and"," <mask> surprising dexterity. he had long, quivering fingers as agile and"," and surprising dexterity. he had long, quivering fingers as agile and",0,1
255,restless as the antennae of an insect.,restless as the antennae <mask> an insect.,restless as the antennae  of an insect.,1,1
256,,,,0,0
257,"holmes was silent, but his little darting glances showed me the interest","holmes was silent, but his little darting glances showed me the interest","holmes was silent, but his little darting glances showed me the interest",0,0
258,"which he took in our curious companion. ""i presume, sir,"" said he at","which he took <mask> our curious companion. ""i presume, sir,"" said he <mask>","which he took  for our curious companion. ""i presume, sir,"" said he .",0,2
259,"last, ""that it was not merely for the purpose of examining my skull that","last, ""that it was not merely <mask> the purpose <mask> examining my skull that","last, ""that it was not merely  for the purpose  of examining my skull that",2,2
260,"you have done me the honour to call here last night and again today?""","you have done me the honour <mask> call here last night and again today?""","you have done me the honour  to call here last night and again today?""",1,1
261,,,,0,0
262,"""no, sir, no; though i am happy to have had the opportunity of doing","""no, sir, no; though i am happy <mask> have had the opportunity <mask> doing","""no, sir, no; though i am happy  to have had the opportunity  of doing",2,2
263,"that as well. i came to you, mr. holmes, because i recognized that i am","that as well. i came <mask> you, mr. holmes, because i recognized that i am","that as well. i came  to you, mr. holmes, because i recognized that i am",1,1
264,myself an unpractical man and because i am suddenly confronted with a,myself an unpractical man and because i am suddenly confronted <mask> a,myself an unpractical man and because i am suddenly confronted  with a,1,1
265,"most serious and extraordinary problem. recognizing, as i do, that you","most serious and extraordinary problem. recognizing, as i do, that you","most serious and extraordinary problem. recognizing, as i do, that you",0,0
266,"are the second highest expert in europe--""","are the second highest expert <mask> europe--""","are the second highest expert  in europe--""",1,1
267,,,,0,0
268,"""indeed, sir! may i inquire who has the honour to be the first?"" asked","""indeed, sir! may i inquire who has the honour <mask> be the first?"" asked","""indeed, sir! may i inquire who has the honour  to be the first?"" asked",1,1
269,holmes with some asperity.,holmes <mask> some asperity.,holmes  with some asperity.,1,1
270,,,,0,0
271,"""to the man of precisely scientific mind the work of monsieur bertillon","""to the man <mask> precisely scientific mind the work <mask> monsieur bertillon","""to the man  of precisely scientific mind the work  of monsieur bertillon",1,2
272,"must always appeal strongly.""","must always appeal strongly.""","must always appeal strongly.""",0,0
273,,,,0,0
274,"""then had you not better consult him?""","""then had you not better consult him?""","""then had you not better consult him?""",0,0
275,,,,0,0
276,"""i said, sir, to the precisely scientific mind. but as a practical man","""i said, sir, <mask> the precisely scientific mind. but as a practical man","""i said, sir,  not the precisely scientific mind. but as a practical man",0,1
277,"of affairs it is acknowledged that you stand alone. i trust, sir, that i"," <mask> affairs it is acknowledged that you stand alone. i trust, sir, that i"," in affairs it is acknowledged that you stand alone. i trust, sir, that i",0,1
278,"have not inadvertently--""","have not inadvertently--""","have not inadvertently--""",0,0
279,,,,0,0
280,"""just a little,"" said holmes. ""i think, dr. mortimer, you would do","""just a little,"" said holmes. ""i think, dr. mortimer, you would do","""just a little,"" said holmes. ""i think, dr. mortimer, you would do",0,0
281,wisely if without more ado you would kindly tell me plainly what the,wisely if without more ado you would kindly tell me plainly what the,wisely if without more ado you would kindly tell me plainly what the,0,0
282,"exact nature of the problem is in which you demand my assistance.""","exact nature <mask> the problem is <mask> which you demand my assistance.""","exact nature  of the problem is  for which you demand my assistance.""",1,2
283,,,,0,0
284,,,,0,0
285,,,,0,0
286,,,,0,0
287,chapter 2. the curse of the baskervilles,chapter 2. the curse <mask> the baskervilles,chapter 2. the curse  of the baskervilles,1,1
288,,,,0,0
289,,,,0,0
290,,,,0,0
291,"""i have in my pocket a manuscript,"" said dr. james mortimer.","""i have <mask> my pocket a manuscript,"" said dr. james mortimer.","""i have  in my pocket a manuscript,"" said dr. james mortimer.",1,1
292,,,,0,0
293,"""i observed it as you entered the room,"" said holmes.","""i observed it as you entered the room,"" said holmes.","""i observed it as you entered the room,"" said holmes.",0,0
294,,,,0,0
295,"""it is an old manuscript.""","""it is an old manuscript.""","""it is an old manuscript.""",0,0
296,,,,0,0
297,"""early eighteenth century, unless it is a forgery.""","""early eighteenth century, unless it is a forgery.""","""early eighteenth century, unless it is a forgery.""",0,0
298,,,,0,0
299,"""how can you say that, sir?""","""how can you say that, sir?""","""how can you say that, sir?""",0,0
300,,,,0,0
301,"""you have presented an inch or two of it to my examination all the time","""you have presented an inch or two <mask> it <mask> my examination all the time","""you have presented an inch or two  of it  on my examination all the time",1,2
302,that you have been talking. it would be a poor expert who could not give,that you have been talking. it would be a poor expert who could not give,that you have been talking. it would be a poor expert who could not give,0,0
303,the date of a document within a decade or so. you may possibly have read,the date <mask> a document within a decade or so. you may possibly have read,the date  of a document within a decade or so. you may possibly have read,1,1
304,"my little monograph upon the subject. i put that at 1730.""","my little monograph upon the subject. i put that <mask> 1730.""","my little monograph upon the subject. i put that  in 1730.""",0,1
305,,,,0,0
306,"""the exact date is 1742."" dr. mortimer drew it from his breast-pocket.","""the exact date is 1742."" dr. mortimer drew it <mask> his breast-pocket.","""the exact date is 1742."" dr. mortimer drew it  from his breast-pocket.",1,1
307,"""this family paper was committed to my care by sir charles baskerville,","""this family paper was committed <mask> my care <mask> sir charles baskerville,","""this family paper was committed  to my care "" sir charles baskerville,",1,2
